Comunidad Autónoma;Confirmados;Muertes;Día;Población;% de letalidad;% Población contagiada total;% Población fallecida total
Valencia;70114;1886.0;2020-11-06;5003769;2.689905011837864;1.4012237575315727;0.037691588080904614
Baleares;19946;376.0;2020-11-06;1149460;1.8850897423042214;1.7352495954622171;0.03271101212743375
Asturias;14257;534.0;2020-11-06;1022800;3.7455285123097424;1.3939186546734454;0.05220962064919828
Aragon;62653;1780.0;2020-11-06;1319291;2.841045121542464;4.748990177299777;0.1349209537547061
Cataluña;257588;7225.0;2020-11-06;7675217;2.80486668633632;3.3561005506424118;0.0941341463049188
Galicia;38062;977.0;2020-11-07;2699499;2.5668645893542115;1.409965330603938;0.036191900793443525
La Rioja;13817;482.0;2020-11-07;316798;3.4884562495476588;4.361454302110493;0.15214742517313873
Madrid;319651;10842.0;2020-11-07;6663394;3.391824208277152;4.797119906161935;0.16270987427728273
Total;1328832;38833.0;2020-11-07;48525383;2.9223408226171554;2.7384266086060567;0.08002615868070531
Navarra;35577;747.0;2020-11-07;2153389;2.099671135846193;1.6521399524191867;0.03468950570472869
Pais Vasco;73564;2148.0;2020-11-07;2207776;2.9199064759936926;3.332040931688722;0.09729247894713956
Extremadura;22804;770.0;2020-11-07;1067710;3.376600596386599;2.1357859343829317;0.07211696059791517
Melilla;3327;24.0;2020-11-07;86487;0.721370604147881;3.84682090950085;0.02774983523535329
Ceuta;2053;32.0;2020-11-07;84777;1.5586945932781295;2.4216473807754464;0.03774608679240832
Murcia;41387;389.0;2020-11-07;1493898;0.9399086669727209;2.7704033340964376;0.02603926104727364
Castilla-Leon;92867;3834.0;2020-11-07;2399548;4.128484822380393;3.870187218592835;0.1597800919173111
Castilla-La Mancha;70817;3452.0;2020-11-07;2032863;4.874535775308189;3.483609077443979;0.16980977075189033
Cantabria;11112;258.0;2020-11-07;581078;2.321814254859611;1.912307814097247;0.04440023542450411
Canarias;18088;296.0;2020-11-07;2153389;1.6364440513047325;0.8399782853910742;0.013745774683533723
Valencia;70114;1886.0;2020-11-07;5003769;2.689905011837864;1.4012237575315727;0.037691588080904614
Baleares;19946;376.0;2020-11-07;1149460;1.8850897423042214;1.7352495954622171;0.03271101212743375
Andalucia;161148;2781.0;2020-11-07;8414240;1.7257427954426987;1.9151818821426534;0.03305111335070072
Asturias;14257;534.0;2020-11-07;1022800;3.7455285123097424;1.3939186546734454;0.05220962064919828
Aragon;62653;1780.0;2020-11-07;1319291;2.841045121542464;4.748990177299777;0.1349209537547061
Cataluña;257588;7225.0;2020-11-07;7675217;2.80486668633632;3.3561005506424118;0.0941341463049188
Galicia;38062;977.0;2020-11-08;2699499;2.5668645893542115;1.409965330603938;0.036191900793443525
La Rioja;13817;482.0;2020-11-08;316798;3.4884562495476588;4.361454302110493;0.15214742517313873
Madrid;319651;10842.0;2020-11-08;6663394;3.391824208277152;4.797119906161935;0.16270987427728273
Total;1328832;38833.0;2020-11-08;48525383;2.9223408226171554;2.7384266086060567;0.08002615868070531
Murcia;41387;389.0;2020-11-08;1493898;0.9399086669727209;2.7704033340964376;0.02603926104727364
Navarra;35577;747.0;2020-11-08;2153389;2.099671135846193;1.6521399524191867;0.03468950570472869
Pais Vasco;73564;2148.0;2020-11-08;2207776;2.9199064759936926;3.332040931688722;0.09729247894713956
Extremadura;22804;770.0;2020-11-08;1067710;3.376600596386599;2.1357859343829317;0.07211696059791517
Melilla;3327;24.0;2020-11-08;86487;0.721370604147881;3.84682090950085;0.02774983523535329
Ceuta;2053;32.0;2020-11-08;84777;1.5586945932781295;2.4216473807754464;0.03774608679240832
Cantabria;11112;258.0;2020-11-08;581078;2.321814254859611;1.912307814097247;0.04440023542450411
Castilla-Leon;92867;3834.0;2020-11-08;2399548;4.128484822380393;3.870187218592835;0.1597800919173111
Castilla-La Mancha;70817;3452.0;2020-11-08;2032863;4.874535775308189;3.483609077443979;0.16980977075189033
Canarias;18088;296.0;2020-11-08;2153389;1.6364440513047325;0.8399782853910742;0.013745774683533723
Valencia;70114;1886.0;2020-11-08;5003769;2.689905011837864;1.4012237575315727;0.037691588080904614
Baleares;19946;376.0;2020-11-08;1149460;1.8850897423042214;1.7352495954622171;0.03271101212743375
Asturias;14257;534.0;2020-11-08;1022800;3.7455285123097424;1.3939186546734454;0.05220962064919828
Aragon;62653;1780.0;2020-11-08;1319291;2.841045121542464;4.748990177299777;0.1349209537547061
Andalucia;161148;2781.0;2020-11-08;8414240;1.7257427954426987;1.9151818821426534;0.03305111335070072
Cataluña;257588;7225.0;2020-11-08;7675217;2.80486668633632;3.3561005506424118;0.0941341463049188
Galicia;39740;997.0;2020-11-09;2699499;2.50880724710619;1.472125012826454;0.036932779008253015
La Rioja;14277;492.0;2020-11-09;316798;3.4461021222945996;4.506657238997721;0.15530401075764366
Madrid;322960;10850.0;2020-11-09;6663394;3.3595491701758733;4.846779283950491;0.16282993321421485
Total;1381218;39345.0;2020-11-09;48525383;2.8485727814146644;2.846382479866259;0.081081276576426
Navarra;36354;767.0;2020-11-09;2153389;2.109809099411344;1.6882226109634626;0.03561827426442691
Pais Vasco;78589;2155.0;2020-11-09;2207776;2.742114036315515;3.559645543750815;0.09760954009827084
Extremadura;23870;786.0;2020-11-09;1067710;3.2928361960620025;2.23562577853537;0.07361549484410561
Melilla;3401;27.0;2020-11-09;86487;0.7938841517200823;3.9323829014765224;0.03121856463977245
Ceuta;2217;33.0;2020-11-09;84777;1.4884979702300405;2.6150960755865387;0.03892565200467108
Murcia;44511;403.0;2020-11-09;1493898;0.90539417222709;2.9795206901676017;0.026976406689077834
Castilla-Leon;97687;3911.0;2020-11-09;2399548;4.0036033453786075;4.071058382662068;0.16298902960057476
Aragon;64835;1860.0;2020-11-09;1319291;2.868820852934372;4.914382043082231;0.14098481684480527
Asturias;15583;582.0;2020-11-09;1022800;3.7348392478983508;1.5235627688697693;0.05690262025811498
Cataluña;267218;7272.0;2020-11-09;7675217;2.72137356016436;3.481569315890352;0.09474650684143524
Baleares;20617;378.0;2020-11-09;1149460;1.8334384246010573;1.7936248325300577;0.032885006872792444
Andalucia;173357;2885.0;2020-11-09;8414240;1.6641958501819945;2.0602811424442375;0.03428711327463918
Canarias;18547;301.0;2020-11-09;2153389;1.6229039736884672;0.8612935238361485;0.013977966823458279
Cantabria;11750;264.0;2020-11-09;581078;2.246808510638298;2.0221037451082298;0.045432799039027465
Castilla-La Mancha;72554;3475.0;2020-11-09;2032863;4.789536069686027;3.56905507159115;0.1709411800008166
Valencia;73151;1907.0;2020-11-09;5003769;2.606936337165589;1.4619180062069213;0.03811127172337492
Extremadura;23870;786.0;2020-11-10;1067710;3.2928361960620025;2.23562577853537;0.07361549484410561
Total;1381218;39345.0;2020-11-10;48525383;2.8485727814146644;2.846382479866259;0.081081276576426
Pais Vasco;78589;2155.0;2020-11-10;2207776;2.742114036315515;3.559645543750815;0.09760954009827084
Navarra;36354;767.0;2020-11-10;2153389;2.109809099411344;1.6882226109634626;0.03561827426442691
Murcia;44511;403.0;2020-11-10;1493898;0.90539417222709;2.9795206901676017;0.026976406689077834
Melilla;3401;27.0;2020-11-10;86487;0.7938841517200823;3.9323829014765224;0.03121856463977245
Madrid;322960;10850.0;2020-11-10;6663394;3.3595491701758733;4.846779283950491;0.16282993321421485
La Rioja;14277;492.0;2020-11-10;316798;3.4461021222945996;4.506657238997721;0.15530401075764366
Galicia;39740;997.0;2020-11-10;2699499;2.50880724710619;1.472125012826454;0.036932779008253015
Ceuta;2217;33.0;2020-11-10;84777;1.4884979702300405;2.6150960755865387;0.03892565200467108
Cataluña;267218;7272.0;2020-11-10;7675217;2.72137356016436;3.481569315890352;0.09474650684143524
Castilla-Leon;97687;3911.0;2020-11-10;2399548;4.0036033453786075;4.071058382662068;0.16298902960057476
Castilla-La Mancha;72554;3475.0;2020-11-10;2032863;4.789536069686027;3.56905507159115;0.1709411800008166
Cantabria;11750;264.0;2020-11-10;581078;2.246808510638298;2.0221037451082298;0.045432799039027465
Canarias;18547;301.0;2020-11-10;2153389;1.6229039736884672;0.8612935238361485;0.013977966823458279
Valencia;73151;1907.0;2020-11-10;5003769;2.606936337165589;1.4619180062069213;0.03811127172337492
Baleares;20617;378.0;2020-11-10;1149460;1.8334384246010573;1.7936248325300577;0.032885006872792444
Asturias;15583;582.0;2020-11-10;1022800;3.7348392478983508;1.5235627688697693;0.05690262025811498
Aragon;64835;1860.0;2020-11-10;1319291;2.868820852934372;4.914382043082231;0.14098481684480527
Andalucia;173357;2885.0;2020-11-10;8414240;1.6641958501819945;2.0602811424442375;0.03428711327463918
Galicia;40772;1029.0;2020-11-11;2699499;2.5237908368488178;1.5103543287106238;0.038118184151948196
Total;1417709;40105.0;2020-11-11;48525383;2.828859801270924;2.921582298484898;0.08264746720288638
La Rioja;14587;498.0;2020-11-11;316798;3.4139987660245423;4.604511392117375;0.15719796210834663
Madrid;326408;10946.0;2020-11-11;6663394;3.3534717286341023;4.898524685768244;0.16427064045740053
Pais Vasco;81370;2229.0;2020-11-11;2207776;2.7393388226619146;3.6856094096502545;0.10096132941023002
Murcia;46631;442.0;2020-11-11;1493898;0.9478672985781991;3.1214313159265226;0.02958702669124666
Navarra;36842;776.0;2020-11-11;2153389;2.106291732262092;1.7108845638200993;0.03603622011629111
Extremadura;24649;805.0;2020-11-11;1067710;3.265852570083979;2.3085856646467673;0.07539500426145676
Melilla;3494;30.0;2020-11-11;86487;0.8586147681740126;4.039913513013516;0.03468729404419161
Ceuta;2345;39.0;2020-11-11;84777;1.6631130063965884;2.766080422756172;0.04600304327824764
Cantabria;12224;269.0;2020-11-11;581078;2.200589005235602;2.1036762706555745;0.046293268717796925
Castilla-Leon;101105;3999.0;2020-11-11;2399548;3.955294001285792;4.213501876186682;0.16665638695287613
Castilla-La Mancha;74586;3504.0;2020-11-11;2032863;4.697932587885126;3.669012619148462;0.17236773948859319
Canarias;18772;308.0;2020-11-11;2153389;1.6407415299382058;0.8717421701327536;0.014303035819352657
Valencia;77423;1970.0;2020-11-11;5003769;2.544463531508725;1.5472936500465948;0.039370322650785834
Baleares;21048;380.0;2020-11-11;1149460;1.8053971873812238;1.8311207001548553;0.03305900161815113
Asturias;16396;622.0;2020-11-11;1022800;3.793608197121249;1.6030504497457958;0.06081345326554556
Aragon;66323;1911.0;2020-11-11;1319291;2.8813533766566652;5.027169896558076;0.14485052956474348
Andalucia;179693;3037.0;2020-11-11;8414240;1.690104789835998;2.1355820608872578;0.03609357470193386
Cataluña;273041;7311.0;2020-11-11;7675217;2.677619844638717;3.5574368776804617;0.095254635797268
Galicia;41376;1052.0;2020-11-12;2699499;2.5425367362722353;1.5327288507978702;0.03897019409897911
La Rioja;14796;504.0;2020-11-12;316798;3.40632603406326;4.670484030833528;0.1590919134590496
Madrid;328548;11011.0;2020-11-12;6663394;3.351412883353422;4.930640451397591;0.16524611931997418
Pais Vasco;82789;2230.0;2020-11-12;2207776;2.6935945596637234;3.7498822344295797;0.10100662386039164
Murcia;47433;452.0;2020-11-12;1493898;0.9529230704361942;3.1751163734070196;0.03025641643539251
Navarra;37103;784.0;2020-11-12;2153389;2.113036681669946;1.7230049935241611;0.0364077275401704
Extremadura;25107;813.0;2020-11-12;1067710;3.238140757557653;2.351481207443969;0.07614427138455199
Total;1437220;40461.0;2020-11-12;48525383;2.8152266180542993;2.9617901212649884;0.08338110386475465
Melilla;3558;31.0;2020-11-12;86487;0.8712759977515458;4.113913073641125;0.035843537178998
Ceuta;2389;42.0;2020-11-12;84777;1.7580577647551276;2.8179812920957334;0.04954173891503592
Castilla-La Mancha;75607;3525.0;2020-11-12;2032863;4.662266721335326;3.719237351459493;0.17340076532456933
Castilla-Leon;103186;4034.0;2020-11-12;2399548;3.909445079758882;4.300226542665535;0.16811499499072324
Cantabria;12482;270.0;2020-11-12;581078;2.1631148854350264;2.148076506080079;0.046465362653550814
Canarias;18891;310.0;2020-11-12;2153389;1.6409930654809168;0.877268343062958;0.01439591267532248
Valencia;79559;1983.0;2020-11-12;5003769;2.4924898502997777;1.5899814719664318;0.03963012681041031
Baleares;21266;383.0;2020-11-12;1149460;1.8009968964544343;1.8500861273989526;0.033319993736189164
Asturias;17003;649.0;2020-11-12;1022800;3.8169734752690703;1.662397340633555;0.0634532655455612
Aragon;67053;1943.0;2020-11-12;1319291;2.8977077833952247;5.082502647255231;0.14727607480078314
Andalucia;184649;3105.0;2020-11-12;8414240;1.6815688143450547;2.194482211108787;0.03690172849835517
Cataluña;274425;7340.0;2020-11-12;7675217;2.674683428987884;3.5754689411387326;0.09563247527724623
Madrid;330483;11053.0;2020-11-13;6663394;3.344498809318482;4.9596797067680525;0.1658764287388679
Galicia;42132;1061.0;2020-11-13;2699499;2.5182758948067976;1.560734047317669;0.03930358929564338
La Rioja;14972;506.0;2020-11-13;316798;3.3796419983970076;4.726039937120815;0.15972323057595061
Melilla;3591;32.0;2020-11-13;86487;0.8911166805903648;4.152069097089736;0.03699978031380439
Extremadura;25454;826.0;2020-11-13;1067710;3.2450695372043685;2.383980668908224;0.07736183045958173
Navarra;37333;787.0;2020-11-13;2153389;2.108054536201216;1.7336858319606907;0.03654704282412514
Pais Vasco;84175;2242.0;2020-11-13;2207776;2.6634986634986637;3.8126603423535723;0.10155015726233096
Total;1458591;40769.0;2020-11-13;48525383;2.795094718121804;3.0058309895256263;0.08401582322389912
Murcia;48473;472.0;2020-11-13;1493898;0.973737957213294;3.2447329067981885;0.03159519592368421
Ceuta;2436;44.0;2020-11-13;84777;1.80623973727422;2.8734208570720834;0.05190086933956144
Cataluña;278161;7362.0;2020-11-13;7675217;2.6466686559222894;3.6241450893179956;0.09591911212412627
Castilla-Leon;104785;4070.0;2020-11-13;2399548;3.8841437228610967;4.366864092737465;0.16961527754393743
Castilla-La Mancha;76456;3545.0;2020-11-13;2032863;4.636653761640682;3.761001110256815;0.17438459945407045
Cantabria;12708;274.0;2020-11-13;581078;2.156122127793516;2.1869697355604583;0.047153738396566384
Canarias;19019;311.0;2020-11-13;2153389;1.6352068983647932;0.8832124618450266;0.014442351103307391
Valencia;81854;2013.0;2020-11-13;5003769;2.4592567253891073;1.6358468986078294;0.04022967487108218
Baleares;21449;389.0;2020-11-13;1149460;1.813604363839806;1.8660066465992726;0.033841977972265236
Asturias;17669;661.0;2020-11-13;1022800;3.741015337596921;1.7275127102072743;0.06462651544779038
Aragon;67697;1966.0;2020-11-13;1319291;2.9041168737167085;5.131316745130529;0.14901943543918666
Andalucia;189744;3155.0;2020-11-13;8414240;1.6627666750990808;2.2550343227671186;0.037495959231017895
Galicia;42132;1061.0;2020-11-14;2699499;2.5182758948067976;1.560734047317669;0.03930358929564338
La Rioja;14972;506.0;2020-11-14;316798;3.3796419983970076;4.726039937120815;0.15972323057595061
Madrid;330483;11053.0;2020-11-14;6663394;3.344498809318482;4.9596797067680525;0.1658764287388679
Melilla;3591;32.0;2020-11-14;86487;0.8911166805903648;4.152069097089736;0.03699978031380439
Total;1458591;40769.0;2020-11-14;48525383;2.795094718121804;3.0058309895256263;0.08401582322389912
Navarra;37333;787.0;2020-11-14;2153389;2.108054536201216;1.7336858319606907;0.03654704282412514
Pais Vasco;84175;2242.0;2020-11-14;2207776;2.6634986634986637;3.8126603423535723;0.10155015726233096
Extremadura;25454;826.0;2020-11-14;1067710;3.2450695372043685;2.383980668908224;0.07736183045958173
Murcia;48473;472.0;2020-11-14;1493898;0.973737957213294;3.2447329067981885;0.03159519592368421
Ceuta;2436;44.0;2020-11-14;84777;1.80623973727422;2.8734208570720834;0.05190086933956144
Cataluña;278161;7362.0;2020-11-14;7675217;2.6466686559222894;3.6241450893179956;0.09591911212412627
Castilla-Leon;104785;4070.0;2020-11-14;2399548;3.8841437228610967;4.366864092737465;0.16961527754393743
Aragon;67697;1966.0;2020-11-14;1319291;2.9041168737167085;5.131316745130529;0.14901943543918666
Asturias;17669;661.0;2020-11-14;1022800;3.741015337596921;1.7275127102072743;0.06462651544779038
Baleares;21449;389.0;2020-11-14;1149460;1.813604363839806;1.8660066465992726;0.033841977972265236
Andalucia;189744;3155.0;2020-11-14;8414240;1.6627666750990808;2.2550343227671186;0.037495959231017895
Canarias;19019;311.0;2020-11-14;2153389;1.6352068983647932;0.8832124618450266;0.014442351103307391
Cantabria;12708;274.0;2020-11-14;581078;2.156122127793516;2.1869697355604583;0.047153738396566384
Castilla-La Mancha;76456;3545.0;2020-11-14;2032863;4.636653761640682;3.761001110256815;0.17438459945407045
Valencia;81854;2013.0;2020-11-14;5003769;2.4592567253891073;1.6358468986078294;0.04022967487108218
Galicia;42132;1061.0;2020-11-15;2699499;2.5182758948067976;1.560734047317669;0.03930358929564338
Total;1458591;40769.0;2020-11-15;48525383;2.795094718121804;3.0058309895256263;0.08401582322389912
Pais Vasco;84175;2242.0;2020-11-15;2207776;2.6634986634986637;3.8126603423535723;0.10155015726233096
Navarra;37333;787.0;2020-11-15;2153389;2.108054536201216;1.7336858319606907;0.03654704282412514
Murcia;48473;472.0;2020-11-15;1493898;0.973737957213294;3.2447329067981885;0.03159519592368421
Melilla;3591;32.0;2020-11-15;86487;0.8911166805903648;4.152069097089736;0.03699978031380439
Madrid;330483;11053.0;2020-11-15;6663394;3.344498809318482;4.9596797067680525;0.1658764287388679
La Rioja;14972;506.0;2020-11-15;316798;3.3796419983970076;4.726039937120815;0.15972323057595061
Extremadura;25454;826.0;2020-11-15;1067710;3.2450695372043685;2.383980668908224;0.07736183045958173
Ceuta;2436;44.0;2020-11-15;84777;1.80623973727422;2.8734208570720834;0.05190086933956144
Andalucia;189744;3155.0;2020-11-15;8414240;1.6627666750990808;2.2550343227671186;0.037495959231017895
Aragon;67697;1966.0;2020-11-15;1319291;2.9041168737167085;5.131316745130529;0.14901943543918666
Asturias;17669;661.0;2020-11-15;1022800;3.741015337596921;1.7275127102072743;0.06462651544779038
Baleares;21449;389.0;2020-11-15;1149460;1.813604363839806;1.8660066465992726;0.033841977972265236
Valencia;81854;2013.0;2020-11-15;5003769;2.4592567253891073;1.6358468986078294;0.04022967487108218
Cataluña;278161;7362.0;2020-11-15;7675217;2.6466686559222894;3.6241450893179956;0.09591911212412627
Cantabria;12708;274.0;2020-11-15;581078;2.156122127793516;2.1869697355604583;0.047153738396566384
Castilla-La Mancha;76456;3545.0;2020-11-15;2032863;4.636653761640682;3.761001110256815;0.17438459945407045
Castilla-Leon;104785;4070.0;2020-11-15;2399548;3.8841437228610967;4.366864092737465;0.16961527754393743
Canarias;19019;311.0;2020-11-15;2153389;1.6352068983647932;0.8832124618450266;0.014442351103307391
Extremadura;26066;838.0;2020-11-16;1067710;3.2149159825059463;2.4412996038250085;0.07848573114422455
Total;1496864;41253.0;2020-11-16;48525383;2.755961797464566;3.0847031130078872;0.08501323935969758
Pais Vasco;87101;2245.0;2020-11-16;2207776;2.5774675376861347;3.9451919035264447;0.10168604061281579
Navarra;37870;800.0;2020-11-16;2153389;2.112490097702667;1.758623267788588;0.03715074238792898
Murcia;49720;486.0;2020-11-16;1493898;0.9774738535800482;3.328205807893176;0.032532341565488405
Melilla;3685;33.0;2020-11-16;86487;0.8955223880597015;4.260755951761537;0.03815602344861077
Madrid;333215;11082.0;2020-11-16;6663394;3.3257806521315065;5.000679833730378;0.16631164238524693
La Rioja;15305;516.0;2020-11-16;316798;3.3714472394642274;4.83115423708483;0.16287981616045555
Galicia;43714;1084.0;2020-11-16;2699499;2.479754769639017;1.6193375141090995;0.04015559924267429
Cataluña;283937;7382.0;2020-11-16;7675217;2.599872506929354;3.6994002905715893;0.09617969107583538
Cantabria;13235;279.0;2020-11-16;581078;2.1080468454854553;2.2776632397027594;0.048014208075335844
Castilla-Leon;108777;4122.0;2020-11-16;2399548;3.789404010038887;4.533228758082772;0.1717823523430246
Castilla-La Mancha;77866;3574.0;2020-11-16;2032863;4.589936557676007;3.830361416386643;0.17581115894184704
Canarias;19360;312.0;2020-11-16;2153389;1.6115702479338843;0.8990479657878814;0.014488789531292302
Valencia;84029;2028.0;2020-11-16;5003769;2.41345249854217;1.6793141330065398;0.04052944890141811
Baleares;21988;391.0;2020-11-16;1149460;1.7782426778242677;1.9128982304734397;0.03401597271762393
Asturias;19136;732.0;2020-11-16;1022800;3.8252508361204014;1.8709425107547908;0.07156824403597967
Aragon;68814;2039.0;2020-11-16;1319291;2.9630598424739154;5.215983433526038;0.15455271050890212
Andalucia;200550;3264.0;2020-11-16;8414240;1.6275243081525803;2.3834594687101864;0.038791382228222634
Ceuta;2496;46.0;2020-11-16;84777;1.8429487179487178;2.944194769807849;0.05425999976408696
Madrid;334655;11111.0;2020-11-17;6663394;3.320135662099774;5.022290442378163;0.16674685603162592
Galicia;44182;1101.0;2020-11-17;2699499;2.4919650536417546;1.6366740643356414;0.04078534572526235
La Rioja;15381;517.0;2020-11-17;316798;3.361289903127235;4.855144287527068;0.16319547471890605
Melilla;3728;34.0;2020-11-17;86487;0.9120171673819742;4.310474406558211;0.03931226658341716
Extremadura;26312;850.0;2020-11-17;1067710;3.230465186986926;2.4643395678601867;0.07960963182886739
Navarra;38011;803.0;2020-11-17;2153389;2.112546368156586;1.7651710861344607;0.03729005767188372
Pais Vasco;88109;2331.0;2020-11-17;2207776;2.645586716453484;3.9908487092893483;0.1055813633267143
Total;1510023;41688.0;2020-11-17;48525383;2.7607526507874383;3.1118208793941924;0.08590967741563214
Murcia;50298;501.0;2020-11-17;1493898;0.9960634617678635;3.3668965351048064;0.033536426181707185
Ceuta;2533;46.0;2020-11-17;84777;1.8160284247927359;2.987838682661571;0.05425999976408696
Andalucia;202491;3354.0;2020-11-17;8414240;1.6563699127368623;2.4065275057521536;0.03986099754701553
Castilla-Leon;109973;4188.0;2020-11-17;2399548;3.8082074691060535;4.583071478461777;0.17453287035725062
Aragon;69196;2067.0;2020-11-17;1319291;2.987166888259437;5.244938379781261;0.15667506259043684
Asturias;19414;739.0;2020-11-17;1022800;3.8065313691150715;1.8981228001564334;0.07225263981228001
Baleares;22204;397.0;2020-11-17;1149460;1.7879661322284273;1.9316896629721783;0.034537956953699996
Cataluña;285993;7410.0;2020-11-17;7675217;2.590972506320085;3.7261878068072862;0.09654450160822814
Canarias;19456;318.0;2020-11-17;2153389;1.6344572368421053;0.9035060548744328;0.01476742009920177
Cantabria;13473;282.0;2020-11-17;581078;2.0930750389668225;2.3186215964121857;0.04853048988259752
Castilla-La Mancha;78735;3584.0;2020-11-17;2032863;4.551978154569125;3.873109009313466;0.1763030760065976
Valencia;85879;2055.0;2020-11-17;5003769;2.3929016406804924;1.716286263414638;0.04106904215602279
Galicia;44755;1108.0;2020-11-18;2699499;2.475701038990057;1.6579002251899333;0.04104465310044567
Total;1525341;42039.0;2020-11-18;48525383;2.7560394692072134;3.1433878636259296;0.08663301019180003
Pais Vasco;89344;2331.0;2020-11-18;2207776;2.6090168338108883;4.046787355238937;0.1055813633267143
Navarra;38179;810.0;2020-11-18;2153389;2.1215851646192934;1.7729727420359256;0.037615126667778095
Murcia;50838;512.0;2020-11-18;1493898;1.0071206577756797;3.4030435812886823;0.03427275490026762
Melilla;3764;34.0;2020-11-18;86487;0.9032943676939427;4.352099159411241;0.03931226658341716
Madrid;336384;11158.0;2020-11-18;6663394;3.3170424277016743;5.048238180122622;0.16745220228610225
La Rioja;15509;521.0;2020-11-18;316798;3.3593397382165193;4.895548583008731;0.16445810895270804
Extremadura;26614;860.0;2020-11-18;1067710;3.2313819794093335;2.4926244017570314;0.08054621573273642
Ceuta;2584;45.0;2020-11-18;84777;1.741486068111455;3.0479965084869716;0.0530804345518242
Andalucia;205359;3424.0;2020-11-18;8414240;1.6673240520259642;2.4406125805776875;0.040692920572743346
Castilla-Leon;111281;4237.0;2020-11-18;2399548;3.80747836557903;4.637581744561892;0.1765749216102366
Castilla-La Mancha;79579;3597.0;2020-11-18;2032863;4.520036693097425;3.9146268095784125;0.1769425681907733
Cantabria;13750;291.0;2020-11-18;581078;2.1163636363636362;2.3662916166160137;0.05007933530438254
Canarias;19605;319.0;2020-11-18;2153389;1.627135934710533;0.9104253806441845;0.01481385852718668
Valencia;87787;2108.0;2020-11-18;5003769;2.4012667023591194;1.7544175200733687;0.04212824372987642
Baleares;22408;397.0;2020-11-18;1149460;1.7716886826133524;1.9494371269987647;0.034537956953699996
Asturias;19869;755.0;2020-11-18;1022800;3.79988927474961;1.9426085256159562;0.07381697301525225
Aragon;69665;2106.0;2020-11-18;1319291;3.0230388286801118;5.280487777146967;0.15963119584686017
Cataluña;288067;7426.0;2020-11-18;7675217;2.5778725088260717;3.753209844099522;0.09675296476959544
Galicia;45408;1114.0;2020-11-19;2699499;2.453312191684285;1.6820898989034632;0.04126691656488852
La Rioja;15667;523.0;2020-11-19;316798;3.338226846237314;4.94542263524391;0.16508942606960902
Madrid;337999;11181.0;2020-11-19;6663394;3.3079979526566645;5.072475078015798;0.16779737172978215
Melilla;3806;35.0;2020-11-19;86487;0.9196006305832896;4.4006613710731095;0.04046850971822355
Extremadura;26877;872.0;2020-11-19;1067710;3.2444097183465415;2.517256558428787;0.08167011641737926
Navarra;38322;817.0;2020-11-19;2153389;2.131934658942644;1.779613437237768;0.037940195663672474
Pais Vasco;90491;2334.0;2020-11-19;2207776;2.57926202605784;4.098740089574305;0.10571724667719913
Total;1541574;42291.0;2020-11-19;48525383;2.7433648984738976;3.1768404589408394;0.08715232603110006
Murcia;51266;521.0;2020-11-19;1493898;1.0162680919127687;3.431693462338125;0.03487520566999889
Ceuta;2629;45.0;2020-11-19;84777;1.711677443895017;3.101076943038796;0.0530804345518242
Andalucia;208674;3472.0;2020-11-19;8414240;1.6638392899930035;2.480010078153226;0.041263382076099565
Castilla-Leon;113142;4253.0;2020-11-19;2399548;3.7589931236852805;4.715138017659993;0.17724171385610957
Castilla-La Mancha;80269;3635.0;2020-11-19;2032863;4.528522841943963;3.9485690870462005;0.1788118530368254
Cantabria;13984;292.0;2020-11-19;581078;2.088100686498856;2.4065615975824244;0.05025142924013644
Canarias;19753;321.0;2020-11-19;2153389;1.6250696096795423;0.9172982679859515;0.014906735383156504
Valencia;89994;2124.0;2020-11-19;5003769;2.3601573438229217;1.7985242724034622;0.04244800269556808
Baleares;22581;398.0;2020-11-19;1149460;1.7625437314556485;1.9644876724722913;0.03462495432637935
Asturias;20321;775.0;2020-11-19;1022800;3.8137886915014025;1.9868009385999217;0.07577238951896755
Aragon;70209;2129.0;2020-11-19;1319291;3.032374766767793;5.321722046159642;0.16137455648526366
Cataluña;290182;7450.0;2020-11-19;7675217;2.5673542811063403;3.780766068242761;0.09706565951164638
Galicia;46120;1131.0;2020-11-20;2699499;2.452298352124892;1.708465163350681;0.041896663047476586
La Rioja;15771;526.0;2020-11-20;316798;3.33523555893729;4.978251125322761;0.1660364017449605
Madrid;339405;11201.0;2020-11-20;6663394;3.300187092117087;5.093575436181622;0.1680975190721125
Melilla;3853;35.0;2020-11-20;86487;0.9083830781209448;4.45500479840901;0.04046850971822355
Total;1556730;42619.0;2020-11-20;48525383;2.737725874107906;3.2080735972758836;0.08782826093304612
Navarra;38482;822.0;2020-11-20;2153389;2.136063614157268;1.7870435857153537;0.038172387803597024
Pais Vasco;91404;2338.0;2020-11-20;2207776;2.5578749288871383;4.140093922571855;0.10589842447784557
Extremadura;27155;874.0;2020-11-20;1067710;3.218560117842018;2.543293590956346;0.08185743319815306
Murcia;51666;543.0;2020-11-20;1493898;1.0509813029845547;3.458469052103959;0.036347863107119766
Ceuta;2659;46.0;2020-11-20;84777;1.7299736743136518;3.136463899406679;0.05425999976408696
Cataluña;292348;7495.0;2020-11-20;7675217;2.5637254231258635;3.8089867687128587;0.09765196215299189
Castilla-Leon;114549;4293.0;2020-11-20;2399548;3.747741141345625;4.773774060781447;0.178908694470792
